Filename,Caption,Detected Objects
When_you_park_your_car_at_the_bottom_of_the_hill_a.png,a view of a street from the side of a vehicle .,"television, television system (0.27), monitor (0.26), screen, CRT screen (0.07), home theater, home theatre (0.05), beacon, lighthouse, beacon light, pharos (0.02)"
Basement_of_Mausoleum_four_slabs_of_marble_create.png,a black and white photo of a bathroom,"vault (0.86), monastery (0.03)"
Sudden_drafts_of_cold_air_when_windows_are_shut__s.png,a black and white photo of a vase with flowers in it .,"sliding door (0.73), window screen (0.10), window shade (0.03)"
Reports_of_a_burning_man_.png,a man standing on a beach holding a surfboard .,"cloak (0.25), abaya (0.24), spotlight, spot (0.06), groom, bridegroom (0.05), gown (0.03)"
The_old_church_on_the_north_side_of_Bangor_St__has.png,a large building with a clock on the top .,"church, church building (0.89), bell cote, bell cot (0.03)"
This_is_a_cemetery_on_an_old_back_road_called_ceme.png,a black and white photo of a park bench,"worm fence, snake fence, snake-rail fence, Virginia fence (0.61), picket fence, paling (0.24)"
The_original_Paso_Robles_Inn_caught_on_fire_many_y.png,a black and white photo of a building with a clock tower .,"monastery (0.76), castle (0.08), palace (0.07)"
It_was_said_that_a_high_school_graduate_from_Hayde.png,a young girl is holding a teddy bear .,"maillot (0.24), maillot, tank suit (0.16), soccer ball (0.09), knee pad (0.08), bikini, two-piece (0.08)"
the_road_to_the_graveyard_is_about_2_miles_long_an.png,a fire hydrant in the middle of a forest .,"dam, dike, dyke (0.58), chainlink fence (0.16), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
Is_said_to_be_haunted_by_a_witch__When_you_find_a.png,a black and white photo of a bedroom,"prison, prison house (0.52), bannister, banister, balustrade, balusters, handrail (0.08), park bench (0.04), radiator (0.04), sliding door (0.02)"
When_you_have_your_car_to_where_you_are_about_to_g.png,a black and white photo of a car and a truck,"convertible (0.46), beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon (0.16), limousine, limo (0.08), car wheel (0.04), pickup, pickup truck (0.03)"
Students_believe_the_fourth_floor_is_haunted_becau.png,a black and white photo of a man sitting on a bench .,"organ, pipe organ (0.75), vault (0.02)"
This_science_museum_was_shut_down_in_the_early_90_.png,a black and white photo of a city street,"window screen (0.23), picket fence, paling (0.15), flagpole, flagstaff (0.09), church, church building (0.06), library (0.05)"
Scary_Dairy_is_located_near_California_State_Unive.png,a black and white photo of a park bench,"picket fence, paling (0.25), mobile home, manufactured home (0.21), barn (0.11), worm fence, snake fence, snake-rail fence, Virginia fence (0.09), beacon, lighthouse, beacon light, pharos (0.02)"
A_long_time_ago_there_was_a_wreck_at__cry_baby__br.png,a black and white photo of a horse in a field,"thresher, thrasher, threshing machine (0.14), plow, plough (0.12), barrow, garden cart, lawn cart, wheelbarrow (0.08), lumbermill, sawmill (0.03), horse cart, horse-cart (0.03)"
There_are_several_spirits_here__One_is_an_older__h.png,a row of wooden park benches sitting next to each other .,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.49), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), mailbox, letter box (0.03), picket fence, paling (0.02), pedestal, plinth, footstall (0.02)"
Just_drive_up_and_down_this_road_at_night_and_you.png,a man riding a skateboard down a street .,"chainlink fence (0.12), lakeside, lakeshore (0.06), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.05), worm fence, snake fence, snake-rail fence, Virginia fence (0.04), car mirror (0.04)"
On_Old_Santa_Cruz_highway__going_toward_Los_Gatos_.png,a person riding a motorcycle down a street .,"car mirror (0.16), bison (0.09), horse cart, horse-cart (0.05), Scotch terrier, Scottish terrier, Scottie (0.04), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.02)"
The_Wendy_is_haunted_by_several_different_ghosts_.png,a black and white photo of a cat looking out a window .,"cloak (0.41), vestment (0.40), altar (0.04)"
Pictures_have_been_taken_of_ghosts_looking_in_from.png,a black and white photo of a living room .,"sliding door (0.38), shoji (0.29), prison, prison house (0.07), bannister, banister, balustrade, balusters, handrail (0.02)"
There_is_a_story_that_in_the_late_1800_s_or_early.png,an old black and white photo of a train,"barn (0.36), boathouse (0.03), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.03), thresher, thrasher, threshing machine (0.03), half track (0.03)"
Believed_to_be_haunted_by_a_woman_and_child__A_bou.png,a black and white photo of a woman holding a teddy bear .,"cloak (0.42), fur coat (0.15), trench coat (0.03), spotlight, spot (0.02), mask (0.02)"
a_19th_Century_Victorian_mansion__in_the_woods__fa.png,a black and white photo of an old church .,"picket fence, paling (0.53), church, church building (0.10), beacon, lighthouse, beacon light, pharos (0.09), boathouse (0.05)"
The_Avilas_House___The_Avilas_House_is_an_old_mans.png,a tall building with a clock on top of it .,"monastery (0.36), library (0.20), palace (0.19), lakeside, lakeshore (0.02), bell cote, bell cot (0.02)"
A_ghost_named__Billy__is_believed_to_haunt_the_sch.png,a black and white photo of a bathroom,"prison, prison house (0.84), sliding door (0.04), vault (0.02)"
many_a_times_people_have_reported_sounds_of_mooing.png,a black and white photo of a sheep in a field .,"ox (0.60), oxcart (0.05), ram, tup (0.02), groom, bridegroom (0.02), gown (0.02)"
One_night_in_1974__a_girl_was_raped_and_murdered_i.png,a woman is taking a picture of herself in the mirror .,"guillotine (0.27), refrigerator, icebox (0.17), medicine chest, medicine cabinet (0.05), prison, prison house (0.04), photocopier (0.03)"
Locals_rumor_that_there_is_an_old_white_church_hou.png,a large building with a clock tower on top .,"church, church building (0.77), monastery (0.09), bell cote, bell cot (0.02)"
building_is_now_abandoned_from_bankruptcy__Reports.png,a building with a clock on the top of it .,"monastery (0.64), palace (0.19), library (0.03)"
Galloway_Hall___Rumor_has_it_that_a_ghost_of_a_you.png,a black and white photo of a building with a clock tower .,"palace (0.70), castle (0.09)"
The_witches__grave_is_haunted_by_the_witch_that_wa.png,a black and white photo of a woman sitting on a bench .,"book jacket, dust cover, dust jacket, dust wrapper (0.30), jigsaw puzzle (0.09), guillotine (0.08), park bench (0.07), comic book (0.03)"
The_Korean_owner_of_this_place_was_killed_by_Chine.png,a room with a window and a window,"barbershop (0.56), prison, prison house (0.15), barber chair (0.06), restaurant, eating house, eating place, eatery (0.03), tobacco shop, tobacconist shop, tobacconist (0.02)"
a_transparent_skull_appeared_floating_above_a_star.png,a close up of a person holding a cell phone,"mask (0.12), hook, claw (0.08), plunger, plumber's helper (0.06), screwdriver (0.05), lampshade, lamp shade (0.04)"
Hillside_Dorm___This_building_has_a_long_history_.png,a tall building with a clock on it .,"flagpole, flagstaff (0.69), library (0.23), window shade (0.04)"
An_old_mission_hospital_built_on_the_outskirts_of.png,a building with a clock on the top of it .,monastery (0.95)
Correction_officers_have_seen_spirits_of_inmates_i.png,a black and white photo of a train,"vault (0.64), prison, prison house (0.22), viaduct (0.02)"
In_the_women_s_bathroom_in_building_3_there_is_the.png,a woman standing in front of a mirror in a bathroom .,"washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.16), medicine chest, medicine cabinet (0.15), shower curtain (0.15), cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.07), turnstile (0.04)"
There_are_two_ghosts_of_Byng_Auditorium__1__A_litt.png,a bed sitting in a room next to a window .,"theater curtain, theatre curtain (0.91)"
A_glowing_light_that_flickers_very_rapidly__bounce.png,a black and white photo of a tree in the snow .,"spotlight, spot (0.96)"
There_is_a_legend_that_there_is_a_graveyard_under.png,an aerial view of a city street at night .,"prayer rug, prayer mat (0.52), scoreboard (0.12), solar dish, solar collector, solar furnace (0.10), bullet train, bullet (0.02), tray (0.02)"
Bonita_rd___Reports_of_an_older_man_appears_in_the.png,a lone giraffe standing on a dirt road .,"unicycle, monocycle (0.10), bicycle-built-for-two, tandem bicycle, tandem (0.10), mountain bike, all-terrain bike, off-roader (0.09), lakeside, lakeshore (0.07), golfcart, golf cart (0.04)"
The_canals_of_the_Imperial_Valley_are_said_to_be_t.png,a black and white photo of a woman and a baby,"fur coat (0.48), cloak (0.33), abaya (0.02)"
Proctor_Valley_Road___Haunted_by_a_ghostly_figure.png,a group of people riding skis down a snow covered slope .,"alp (0.17), unicycle, monocycle (0.06), suspension bridge (0.06), trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi (0.05), car mirror (0.04)"
Several_visitors_to_the_vortex_have_seen_John_List.png,a red fire hydrant in front of a house .,"boathouse (0.39), barn (0.12), tile roof (0.04), picket fence, paling (0.04), thatch, thatched roof (0.03)"
4_Peaks_has_a_cage_in_the_back__where_they_store_s.png,a wooden bench in front of a building .,"fire screen, fireguard (0.45), prison, prison house (0.15), turnstile (0.07), shoji (0.04), bannister, banister, balustrade, balusters, handrail (0.04)"
A_woman_by_the_name_of_Aunt_Jeannie_Johnson_lived.png,a black and white photo of a fire hydrant,"cloak (0.57), park bench (0.05), megalith, megalithic structure (0.02), maypole (0.02), birdhouse (0.02)"
Legend_has_it_that_old_man_Tucker_went_insane_one.png,a building with a clock tower in the background .,"church, church building (0.07), lakeside, lakeshore (0.07), monastery (0.06), picket fence, paling (0.06), pole (0.04)"
Waitresses_have_seen_a_little_girl_with_long_hair.png,a group of people sitting around a table .,"restaurant, eating house, eating place, eatery (0.91), dining table, board (0.02)"
Many_stories_have_been_told_of_a_strange_dark_hood.png,a fire hydrant in the middle of a field .,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.37), picket fence, paling (0.07), worm fence, snake fence, snake-rail fence, Virginia fence (0.05), pedestal, plinth, footstall (0.04), prison, prison house (0.03)"
the_ghosts_of_some_of_the_100_s_of_people_she_and.png,a black and white photo of a man and a woman,"window screen (0.11), guillotine (0.10), medicine chest, medicine cabinet (0.07), fountain (0.06), cloak (0.05)"
Events_include_someone_whispering_your_name__feeli.png,a statue of a man in a suit and tie,"cloak (0.79), abaya (0.04), saltshaker, salt shaker (0.02)"
When_you_go_down_The_Canyon_road_you_will_find_an.png,a black and white photo of a train on a track .,"gorilla, Gorilla gorilla (0.52), chimpanzee, chimp, Pan troglodytes (0.07), siamang, Hylobates syndactylus, Symphalangus syndactylus (0.04), groenendael (0.03), orangutan, orang, orangutang, Pongo pygmaeus (0.02)"
Arvin_Mortuary___There_s_a_ghost_in_the_mortuary_t.png,a black and white photo of a bathroom,"prison, prison house (0.67), bannister, banister, balustrade, balusters, handrail (0.06), sliding door (0.04), spotlight, spot (0.03), vault (0.02)"
Pleasant_Hall____Formerly_a_women_s_dormitory__now.png,a black and white photo of a brick building,"palace (0.30), castle (0.18), prison, prison house (0.15), picket fence, paling (0.03), window shade (0.03)"
this_old_park_known_to_a_lot_of_people_is_known_fo.png,a close up of a vase with flowers in it,"cloak (0.11), mosquito net (0.09), theater curtain, theatre curtain (0.06), viaduct (0.04), park bench (0.03)"
People_seen_walking_the_streets_on_horseback_and_t.png,a black and white photo of a horse in a field .,"bison (0.56), ox (0.04), lakeside, lakeshore (0.03), groenendael (0.02), bearskin, busby, shako (0.02)"
lights_at_night__a_woman_standing_in_the_window__a.png,a clock on a wall in a room,"shoji (0.60), fire screen, fireguard (0.14), window screen (0.05), window shade (0.03)"
West_Campus_Ole_Main___A_popular_football_player_d.png,a room filled with lots of furniture and a tv .,"home theater, home theatre (0.48), cinema, movie theater, movie theatre, movie house, picture palace (0.39)"
The_plantation_house_was_used_for_a_civil_war_hosp.png,a building with a clock on top of it .,"boathouse (0.47), prison, prison house (0.16), paddlewheel, paddle wheel (0.02), window screen (0.02), greenhouse, nursery, glasshouse (0.02)"
once__back_in_the_late_1800_s_the_place_where_the.png,a black and white photo of a building with a clock,"church, church building (0.64), barn (0.20), bell cote, bell cot (0.06)"
there_is_said_to_be_a_glowing_head_stone_in_the_ce.png,a book and a book on a table .,"packet (0.31), brass, memorial tablet, plaque (0.15), envelope (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.04), candle, taper, wax light (0.04)"
The_ghost_is_of_the_owner_who_was_accidentally_kil.png,a man sitting at a table with a cake .,"toilet tissue, toilet paper, bathroom tissue (0.11), paper towel (0.09), iron, smoothing iron (0.07), gown (0.07), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.03)"
There_are_2_ghosts_that_haunt_this_building__A_wom.png,a clock tower in the middle of a city .,"palace (0.78), library (0.03), monastery (0.02)"
Faces_seen_around_house_and_inside_house__voices_o.png,a black and white photo of a cat in a window,"radiator (0.13), medicine chest, medicine cabinet (0.11), switch, electric switch, electrical switch (0.05), prison, prison house (0.04), sliding door (0.04)"
